counterpart_name,entity_name,category,value,value_annotation
Austria,Kenya,private,14673423.6,US$14.7 million
China,Kenya,bilateral,5367181239.9,US$5.4 billion
India,Kenya,bilateral,49644000.0,US$49.6 million
Italy,Kenya,bilateral,118688091.6,US$118.7 million
Italy,Kenya,private,419915015.7,US$419.9 million
Nordic Development Fund,Kenya,multilateral,13271947.5,US$13.3 million
France,Kosovo,bilateral,190118.7,"US$190,119"
Islamic Dev. Bank,Kosovo,multilateral,13225197.0,US$13.2 million
Bondholders,Kosovo,private,6637532.1,US$6.6 million
World Bank-IBRD                         ,Kosovo,multilateral,82194000.0,US$82.2 million
World Bank-IDA                         ,Kosovo,multilateral,276567000.0,US$276.6 million
European Investment Bank,Kosovo,multilateral,79183919.1,US$79.2 million
Saudi Arabia,Kosovo,bilateral,4899466.7,US$4.9 million
European Union,Kosovo,multilateral,103890000.0,US$103.9 million
"Germany, Fed. Rep. of",Kosovo,bilateral,12829376.1,US$12.8 million
Council of Europe,Kosovo,multilateral,47209693.8,US$47.2 million
European Bank for Reconstruction and Dev. (EBRD),Kosovo,multilateral,29589949.8,US$29.6 million
OPEC Fund for International Dev.,Kosovo,multilateral,47182000.0,US$47.2 million
Austria,Kosovo,private,28625850.6,US$28.6 million
World Bank-IDA                         ,Kyrgyz Republic,multilateral,749695000.0,US$749.7 million
Denmark,Kyrgyz Republic,bilateral,1626000.0,US$1.6 million
Turkiye,Kyrgyz Republic,bilateral,58237000.0,US$58.2 million
China,Kyrgyz Republic,bilateral,1653692685.6,US$1.7 billion
OPEC Fund for International Dev.,Kyrgyz Republic,multilateral,4732000.0,US$4.7 million
Islamic Solidarity Fund for Dev. (ISFD),Kyrgyz Republic,multilateral,18718516.0,US$18.7 million
"Korea, Republic of",Kyrgyz Republic,bilateral,9268268.0,US$9.3 million
Saudi Arabia,Kyrgyz Republic,bilateral,75685866.7,US$75.7 million
Japan,Kyrgyz Republic,bilateral,137012448.3,US$137.0 million
"Germany, Fed. Rep. of",Kyrgyz Republic,bilateral,61921556.7,US$61.9 million
Kuwait,Kyrgyz Republic,bilateral,11927261.0,US$11.9 million
France,Kyrgyz Republic,bilateral,3524987.7,US$3.5 million
Islamic Dev. Bank,Kyrgyz Republic,multilateral,171386229.3,US$171.4 million
European Union,Kyrgyz Republic,multilateral,15583500.0,US$15.6 million
Asian Dev. Bank   ,Kyrgyz Republic,multilateral,764470000.0,US$764.5 million
European Investment Bank,Kyrgyz Republic,multilateral,76618875.0,US$76.6 million
European Bank for Reconstruction and Dev. (EBRD),Kyrgyz Republic,multilateral,57460227.8,US$57.5 million
Nordic Development Fund,Kyrgyz Republic,multilateral,2625300.3,US$2.6 million
United Arab Emirates,Kyrgyz Republic,bilateral,6823689.6,US$6.8 million
International Fund for Agricultural Dev.,Kyrgyz Republic,multilateral,29256956.2,US$29.3 million
Eurasian Development Bank,Kyrgyz Republic,multilateral,260153000.0,US$260.2 million
Asian Infrastructure Investment Bank,Kyrgyz Republic,multilateral,46167000.0,US$46.2 million
Austria,Lao PDR,private,89456562.3,US$89.5 million
European Investment Bank,Lao PDR,multilateral,115733584.4,US$115.7 million
Japan,Lao PDR,bilateral,151471433.1,US$151.5 million
Asian Infrastructure Investment Bank,Lao PDR,multilateral,52828000.0,US$52.8 million
Multiple Lenders,Lao PDR,private,19134000.0,US$19.1 million
European Economic Community (EEC),Lao PDR,multilateral,281000.0,"US$281,000"
World Bank-IDA                         ,Lao PDR,multilateral,886793000.0,US$886.8 million
Thailand,Lao PDR,bilateral,564178037.2,US$564.2 million
Singapore,Lao PDR,private,476855.1,"US$476,855"
Russian Federation,Lao PDR,bilateral,203279000.0,US$203.3 million
Sweden,Lao PDR,bilateral,2442905.2,US$2.4 million
Hungary,Lao PDR,bilateral,157805000.0,US$157.8 million
India,Lao PDR,bilateral,41422000.0,US$41.4 million
China,Lao PDR,private,69173000.0,US$69.2 million
China,Lao PDR,bilateral,5239809936.3,US$5.2 billion
Netherlands,Lao PDR,bilateral,11132852.4,US$11.1 million
Asian Dev. Bank   ,Lao PDR,multilateral,791010000.0,US$791.0 million
International Fund for Agricultural Dev.,Lao PDR,multilateral,54188064.4,US$54.2 million
Malaysia,Lao PDR,private,50000000.0,US$50 million
Nordic Development Fund,Lao PDR,multilateral,45553806.7,US$45.6 million
"Korea, Republic of",Lao PDR,bilateral,282449632.6,US$282.4 million
OPEC Fund for International Dev.,Lao PDR,multilateral,16169000.0,US$16.2 million
Bondholders,Lao PDR,private,995904930.9,US$995.9 million
Malaysia,Lao PDR,bilateral,42000000.0,US$42 million
Viet Nam,Lao PDR,bilateral,113315000.0,US$113.3 million
Kuwait,Lao PDR,bilateral,15934405.0,US$15.9 million
Thailand,Lao PDR,private,12647000.0,US$12.6 million
Grenada,Latin America & Caribbean (excluding high income),private,0.0,US$0
Luxembourg,Latin America & Caribbean (excluding high income),private,250748888.4,US$250.7 million
Belgium,Latin America & Caribbean (excluding high income),bilateral,4098460.5,US$4.1 million
United Kingdom,Latin America & Caribbean (excluding high income),bilateral,15194057.6,US$15.2 million
Belgium,Latin America & Caribbean (excluding high income),private,3644461.2,US$3.6 million
Honduras,Latin America & Caribbean (excluding high income),bilateral,118637000.0,US$118.6 million
Honduras,Latin America & Caribbean (excluding high income),private,22059000.0,US$22.1 million
Switzerland,Latin America & Caribbean (excluding high income),private,1125866533.1,US$1.1 billion
Italy,Latin America & Caribbean (excluding high income),bilateral,254686354.5,US$254.7 million
Russian Federation,Latin America & Caribbean (excluding high income),bilateral,92807174.9,US$92.8 million
Russian Federation,Latin America & Caribbean (excluding high income),private,7816000.0,US$7.8 million
Hong Kong,Latin America & Caribbean (excluding high income),private,9866000.0,US$9.9 million
Norway,Latin America & Caribbean (excluding high income),bilateral,187002.0,"US$187,002"
Italy,Latin America & Caribbean (excluding high income),private,182962402.3,US$183.0 million
Guyana,Latin America & Caribbean (excluding high income),private,948000.0,"US$948,000"
Israel,Latin America & Caribbean (excluding high income),private,14188257.3,US$14.2 million
United Kingdom,Latin America & Caribbean (excluding high income),private,2394186200.3,US$2.4 billion
Cayman Islands,Latin America & Caribbean (excluding high income),private,421398000.0,US$421.4 million
Central American Bank for Econ. Integration (BCIE),Latin America & Caribbean (excluding high income),multilateral,9594806206.3,US$9.6 billion
Netherlands,Latin America & Caribbean (excluding high income),private,72636500402.5,US$72.6 billion
Netherlands,Latin America & Caribbean (excluding high income),bilateral,106055067.6,US$106.1 million
"Venezuela, Republic Bolivarian",Latin America & Caribbean (excluding high income),bilateral,646592259.3,US$646.6 million
Austria,Latin America & Caribbean (excluding high income),private,7134754744.3,US$7.1 billion
Denmark,Latin America & Caribbean (excluding high income),private,60414112.8,US$60.4 million
Denmark,Latin America & Caribbean (excluding high income),bilateral,1926000.0,US$1.9 million
China,Latin America & Caribbean (excluding high income),bilateral,13123332643.7,US$13.1 billion
European Development Fund (EDF),Latin America & Caribbean (excluding high income),multilateral,4203389.4,US$4.2 million
Finland,Latin America & Caribbean (excluding high income),private,1332000.0,US$1.3 million
China,Latin America & Caribbean (excluding high income),private,244134000.0,US$244.1 million
Libya,Latin America & Caribbean (excluding high income),bilateral,63527000.0,US$63.5 million
Kuwait,Latin America & Caribbean (excluding high income),bilateral,185578827.8,US$185.6 million
New Development Bank (NDB),Latin America & Caribbean (excluding high income),multilateral,2940785429.2,US$2.9 billion
