counterpart_name,entity_name,category,value
Norway,"Somalia, Fed. Rep.",bilateral,0.0
Spain,"Somalia, Fed. Rep.",bilateral,40212000.0
United Kingdom,"Somalia, Fed. Rep.",bilateral,0.0
Canada,South Africa,bilateral,79331941.5
Bondholders,South Africa,bonds,77401913569.5
United Kingdom,South Africa,other private,750000000.0
European Investment Bank,South Africa,multilateral,178288677.8
United States,South Africa,commercial banks,1000000000.0
China,South Africa,bilateral,3330526000.0
Multiple Lenders,South Africa,commercial banks,4604103698.5
World Bank-IBRD                         ,South Africa,multilateral,3426756000.0
African Dev. Bank         ,South Africa,multilateral,1997752976.0
France,South Africa,bilateral,502994496.1
World Bank-MIGA,South Africa,multilateral,302270032.8
New Development Bank (NDB),South Africa,multilateral,3271954920.8
"Germany, Fed. Rep. of",South Africa,commercial banks,311670000.0
"Germany, Fed. Rep. of",South Africa,bilateral,655836446.6
United States,South Asia,bilateral,141544000.0
World Bank-IBRD                         ,South Asia,multilateral,25103990000.0
United States,South Asia,other private,8500000.0
Spain,South Asia,bilateral,77120663.7
Netherlands,South Asia,commercial banks,429932145.4
Switzerland,South Asia,commercial banks,0.0
International Fund for Agricultural Dev.,South Asia,multilateral,1407783485.8
Switzerland,South Asia,bilateral,0.0
Australia,South Asia,other private,18074000.0
Australia,South Asia,bilateral,6882000.0
United States,South Asia,commercial banks,3105783714.1
China,South Asia,bilateral,16300315274.2
Asian Dev. Bank   ,South Asia,multilateral,52397193000.0
France,South Asia,bilateral,2350046665.2
Spain,South Asia,commercial banks,18149583.0
Canada,South Asia,bilateral,20704460.7
France,South Asia,commercial banks,257442277.0
New Development Bank (NDB),South Asia,multilateral,4484906000.0
Bahrain,South Asia,commercial banks,300000000.0
"Korea, Republic of",South Asia,bilateral,1480650164.2
Hong Kong,South Asia,commercial banks,4948093827.1
India,South Asia,bilateral,8436864957.6
Hungary,South Asia,bilateral,97333502.1
Denmark,South Asia,commercial banks,0.0
Russian Federation,South Asia,bilateral,12783439000.0
Qatar,South Asia,commercial banks,0.0
South Asian Development Fund (SADF),South Asia,multilateral,7222000.0
Belgium,South Asia,bilateral,4449608.7
Multiple Lenders,South Asia,commercial banks,22048046097.7
Austria,South Asia,bilateral,2584783.2
Multiple Lenders,South Asia,multilateral,13146000.0
Belgium,South Asia,commercial banks,109508012.8
Nordic Development Fund,South Asia,multilateral,58152451.7
Italy,South Asia,bilateral,288814.2
Kuwait,South Asia,bilateral,386786816.2
Asian Infrastructure Investment Bank,South Asia,multilateral,7215035737.0
World Bank-IDA                         ,South Asia,multilateral,44029130000.0
OPEC Fund for International Dev.,South Asia,multilateral,582547000.0
European Economic Community (EEC),South Asia,multilateral,7101138.2
Saudi Arabia,South Asia,bilateral,489557600.0
Singapore,South Asia,commercial banks,7536085772.1
Sweden,South Asia,bilateral,114674199.0
Pakistan,South Asia,bilateral,2109000.0
"Germany, Fed. Rep. of",South Asia,commercial banks,58348779.6
"Germany, Fed. Rep. of",South Asia,bilateral,3713938524.7
International Finance Corporation,South Asia,multilateral,25000000.0
Belarus,South Asia,bilateral,24322000.0
Austria,South Asia,commercial banks,146545156.2
United Arab Emirates,South Asia,commercial banks,1166662942.9
"Iran, Islamic Republic Of",South Asia,bilateral,32903000.0
United Kingdom,South Asia,bilateral,18382000.0
United Kingdom,South Asia,commercial banks,6705305222.0
European Investment Bank,South Asia,multilateral,2099831887.4
China,South Asia,other private,9972000.0
United Arab Emirates,South Asia,bilateral,61834172.9
Japan,South Asia,bilateral,38931861835.2
Japan,South Asia,commercial banks,981203965.6
Sri Lanka,South Asia,other private,63106000.0
Bondholders,South Asia,bonds,100307289493.8
Multiple Lenders,South Asia,other private,100000000.0
China,South Asia,commercial banks,276754000.0
Mauritius,South Asia,commercial banks,625000.0
Islamic Dev. Bank,South Asia,multilateral,877770181.4
Hungary,Sri Lanka,bilateral,45388502.1
United States,Sri Lanka,bilateral,124995000.0
China,Sri Lanka,bilateral,8687353759.7
China,Sri Lanka,commercial banks,0.0
World Bank-IDA                         ,Sri Lanka,multilateral,3566305000.0
OPEC Fund for International Dev.,Sri Lanka,multilateral,129505000.0
"Iran, Islamic Republic Of",Sri Lanka,bilateral,32903000.0
France,Sri Lanka,commercial banks,210025842.1
World Bank-IBRD                         ,Sri Lanka,multilateral,1052439000.0
"Germany, Fed. Rep. of",Sri Lanka,bilateral,193966785.6
"Korea, Republic of",Sri Lanka,bilateral,371795746.5
France,Sri Lanka,bilateral,201828984.3
Nordic Development Fund,Sri Lanka,multilateral,12703982.6
Sweden,Sri Lanka,bilateral,34652000.0
Belgium,Sri Lanka,commercial banks,9508012.8
Netherlands,Sri Lanka,commercial banks,329472593.2
United Kingdom,Sri Lanka,commercial banks,184635848.4
Japan,Sri Lanka,commercial banks,46728375.4
Japan,Sri Lanka,bilateral,2265043089.7
Australia,Sri Lanka,other private,18074000.0
Australia,Sri Lanka,bilateral,6882000.0
Multiple Lenders,Sri Lanka,commercial banks,0.0
Canada,Sri Lanka,bilateral,17074460.7
Asian Infrastructure Investment Bank,Sri Lanka,multilateral,145463000.0
Bondholders,Sri Lanka,bonds,10584688000.0
Asian Dev. Bank   ,Sri Lanka,multilateral,7116559000.0
Austria,Sri Lanka,commercial banks,144505795.5
United States,Sri Lanka,commercial banks,7518000.0
Spain,Sri Lanka,commercial banks,18149583.0
Spain,Sri Lanka,bilateral,77120663.7
European Investment Bank,Sri Lanka,multilateral,78607329.6
Kuwait,Sri Lanka,bilateral,95164799.6
Hong Kong,Sri Lanka,commercial banks,123110000.0
International Fund for Agricultural Dev.,Sri Lanka,multilateral,168852660.2
Saudi Arabia,Sri Lanka,bilateral,167577866.7
Pakistan,Sri Lanka,bilateral,2109000.0
Russian Federation,Sri Lanka,bilateral,35416000.0
India,Sri Lanka,bilateral,3235736000.0
African Export-Import Bank,St. Lucia,multilateral,2400000.0
Trinidad & Tobago,St. Lucia,bilateral,5000000.0
Kuwait,St. Lucia,bilateral,2240623.5
European Investment Bank,St. Lucia,multilateral,5065000.0
Saudi Arabia,St. Lucia,bilateral,0.0
Multiple Lenders,St. Lucia,bilateral,240722000.0
Bondholders,St. Lucia,bonds,333444000.0
World Bank-IBRD                         ,St. Lucia,multilateral,2480000.0
Caribbean Community (CARICOM),St. Lucia,multilateral,1619000.0
France,St. Lucia,bilateral,451921.5
Caribbean Dev. Bank,St. Lucia,multilateral,220656541.0
World Bank-IDA                         ,St. Lucia,multilateral,226443000.0
OPEC Fund for International Dev.,St. Vincent and the Grenadines,multilateral,4831000.0
Multiple Lenders,St. Vincent and the Grenadines,commercial banks,4857000.0
Caribbean Dev. Bank,St. Vincent and the Grenadines,multilateral,232407635.0
United Arab Emirates,St. Vincent and the Grenadines,bilateral,0.0
Kuwait,St. Vincent and the Grenadines,bilateral,7131027.8
Bolivarian Alliance for the Americas (ALBA),St. Vincent and the Grenadines,multilateral,50848000.0
United Kingdom,St. Vincent and the Grenadines,bilateral,2844000.0
Bondholders,St. Vincent and the Grenadines,bonds,0.0
World Bank-IDA                         ,St. Vincent and the Grenadines,multilateral,243873000.0
Saudi Arabia,St. Vincent and the Grenadines,bilateral,0.0
China,St. Vincent and the Grenadines,bilateral,45000000.0
Netherlands,St. Vincent and the Grenadines,other private,1326000.0
Caribbean Community (CARICOM),St. Vincent and the Grenadines,multilateral,9734000.0
Guyana,St. Vincent and the Grenadines,commercial banks,948000.0
Multiple Lenders,St. Vincent and the Grenadines,bilateral,82441000.0
United States,St. Vincent and the Grenadines,bilateral,601000.0
Trinidad & Tobago,St. Vincent and the Grenadines,bilateral,3747146.4
Iraq,Sub-Saharan Africa (excluding high income),bilateral,387374867.1
Belgium,Sub-Saharan Africa (excluding high income),commercial banks,999609210.2
Sweden,Sub-Saharan Africa (excluding high income),commercial banks,55643258.0
Sweden,Sub-Saharan Africa (excluding high income),bilateral,3405000.0
Tanzania,Sub-Saharan Africa (excluding high income),bilateral,35157000.0
Org. of Arab Petroleum Exporting Countries (OAPEC),Sub-Saharan Africa (excluding high income),multilateral,7219000.0
France,Sub-Saharan Africa (excluding high income),bilateral,10345768319.6
Belgium,Sub-Saharan Africa (excluding high income),bilateral,484936569.8
Pakistan,Sub-Saharan Africa (excluding high income),bilateral,12189000.0
Brazil,Sub-Saharan Africa (excluding high income),bilateral,467058000.0
Panama,Sub-Saharan Africa (excluding high income),other private,0.0
Mauritius,Sub-Saharan Africa (excluding high income),commercial banks,99434545.9
Belgium,Sub-Saharan Africa (excluding high income),other private,28235494.4
"Cote D`Ivoire, Republic Of",Sub-Saharan Africa (excluding high income),bilateral,46722094.7
"Cote D`Ivoire, Republic Of",Sub-Saharan Africa (excluding high income),commercial banks,622562134.9
France,Sub-Saharan Africa (excluding high income),commercial banks,6074632063.3
India,Sub-Saharan Africa (excluding high income),other private,19772264.9
"Cote D`Ivoire, Republic Of",Sub-Saharan Africa (excluding high income),other private,20000000.0
Italy,Sub-Saharan Africa (excluding high income),other private,81378228.7
Arab African International Bank,Sub-Saharan Africa (excluding high income),multilateral,31149000.0
Nordic Development Fund,Sub-Saharan Africa (excluding high income),multilateral,269626515.3
France,Sub-Saharan Africa (excluding high income),other private,669833522.4
Norway,Sub-Saharan Africa (excluding high income),bilateral,74598962.9
Italy,Sub-Saharan Africa (excluding high income),commercial banks,1552432372.5
Bulgaria,Sub-Saharan Africa (excluding high income),bilateral,79398000.0
OPEC Fund for International Dev.,Sub-Saharan Africa (excluding high income),multilateral,1702468486.7
Thailand,Sub-Saharan Africa (excluding high income),bilateral,1293000.0
Togo,Sub-Saharan Africa (excluding high income),commercial banks,46533412.7
Algeria,Sub-Saharan Africa (excluding high income),bilateral,157641377.3
Italy,Sub-Saharan Africa (excluding high income),bilateral,1038121006.1
United States,Sub-Saharan Africa (excluding high income),other private,18750000.0
United States,Sub-Saharan Africa (excluding high income),commercial banks,5006752215.8
United States,Sub-Saharan Africa (excluding high income),bilateral,1058939978.2
Switzerland,Sub-Saharan Africa (excluding high income),bilateral,122406505.9
Switzerland,Sub-Saharan Africa (excluding high income),commercial banks,2344039129.3
Mali,Sub-Saharan Africa (excluding high income),bilateral,53.8
Brazil,Sub-Saharan Africa (excluding high income),commercial banks,120421000.0
Angola,Sub-Saharan Africa (excluding high income),bilateral,400478000.0
Switzerland,Sub-Saharan Africa (excluding high income),other private,16155122.8
China,Sub-Saharan Africa (excluding high income),other private,2686349000.0
Nordic Investment Bank,Sub-Saharan Africa (excluding high income),multilateral,29222465.5
Luxembourg,Sub-Saharan Africa (excluding high income),other private,30763906.8
International Bank for Economic Cooperation (IBEC),Sub-Saharan Africa (excluding high income),multilateral,0.0
Benin,Sub-Saharan Africa (excluding high income),bilateral,68245.6
Liberia,Sub-Saharan Africa (excluding high income),commercial banks,807395.3
China,Sub-Saharan Africa (excluding high income),bilateral,56775669617.7
Cameroon,Sub-Saharan Africa (excluding high income),bilateral,22626089.9
Malaysia,Sub-Saharan Africa (excluding high income),bilateral,0.0
Ireland,Sub-Saharan Africa (excluding high income),commercial banks,697221000.0
Ireland,Sub-Saharan Africa (excluding high income),bilateral,1643460.6
Libya,Sub-Saharan Africa (excluding high income),bilateral,998526714.2
India,Sub-Saharan Africa (excluding high income),bilateral,4501172880.7
Oman,Sub-Saharan Africa (excluding high income),bilateral,89507000.0
Argentina,Sub-Saharan Africa (excluding high income),bilateral,10408000.0
Sweden,Sub-Saharan Africa (excluding high income),other private,89905019.7
China,Sub-Saharan Africa (excluding high income),commercial banks,15054010175.1
World Bank-MIGA,Sub-Saharan Africa (excluding high income),multilateral,302270032.8
Serbia,Sub-Saharan Africa (excluding high income),other private,26391214.9
Turkiye,Sub-Saharan Africa (excluding high income),bilateral,479099839.0
Japan,Sub-Saharan Africa (excluding high income),commercial banks,1581943605.5
Japan,Sub-Saharan Africa (excluding high income),other private,195688000.3
Namibia,Sub-Saharan Africa (excluding high income),bilateral,1146769.0
European Economic Community (EEC),Sub-Saharan Africa (excluding high income),multilateral,9314568.2
European Development Fund (EDF),Sub-Saharan Africa (excluding high income),multilateral,57101060.7
Africa Finance Corporation,Sub-Saharan Africa (excluding high income),commercial banks,222875733.0
Netherlands,Sub-Saharan Africa (excluding high income),bilateral,98293078.4
Israel,Sub-Saharan Africa (excluding high income),other private,2731933000.0
Israel,Sub-Saharan Africa (excluding high income),commercial banks,1482204606.9
Netherlands,Sub-Saharan Africa (excluding high income),commercial banks,1264971192.1
Economic Community of West African States (ECOWAS),Sub-Saharan Africa (excluding high income),multilateral,755032372.7
Japan,Sub-Saharan Africa (excluding high income),bilateral,4237756697.6
Netherlands,Sub-Saharan Africa (excluding high income),other private,178304268.8
Russian Federation,Sub-Saharan Africa (excluding high income),commercial banks,15514932.6
Russian Federation,Sub-Saharan Africa (excluding high income),bilateral,396110787.6
African Dev. Bank         ,Sub-Saharan Africa (excluding high income),multilateral,36521820778.5
Bahamas,Sub-Saharan Africa (excluding high income),commercial banks,750000.0
Senegal,Sub-Saharan Africa (excluding high income),bilateral,240.7
Bahrain,Sub-Saharan Africa (excluding high income),other private,0.0
International Fund for Agricultural Dev.,Sub-Saharan Africa (excluding high income),multilateral,3694909758.5
Hong Kong,Sub-Saharan Africa (excluding high income),commercial banks,10000000.0
European Investment Bank,Sub-Saharan Africa (excluding high income),multilateral,3096042833.8
Denmark,Sub-Saharan Africa (excluding high income),commercial banks,296788628.5
Egypt,Sub-Saharan Africa (excluding high income),bilateral,187736000.0
Russian Federation,Sub-Saharan Africa (excluding high income),other private,252000.0
South Africa,Sub-Saharan Africa (excluding high income),other private,6096000.0
South Africa,Sub-Saharan Africa (excluding high income),commercial banks,2214872558.4
South Africa,Sub-Saharan Africa (excluding high income),bilateral,600669489.3
United Arab Emirates,Sub-Saharan Africa (excluding high income),other private,371926.2
United Arab Emirates,Sub-Saharan Africa (excluding high income),commercial banks,410479531.0
World Bank-IDA                         ,Sub-Saharan Africa (excluding high income),multilateral,109648647000.0
United Arab Emirates,Sub-Saharan Africa (excluding high income),bilateral,1667015802.6
"Germany, Fed. Rep. of",Sub-Saharan Africa (excluding high income),other private,199576845.6
"Germany, Fed. Rep. of",Sub-Saharan Africa (excluding high income),commercial banks,3868023559.8
"Germany, Fed. Rep. of",Sub-Saharan Africa (excluding high income),bilateral,2096970891.6
Multiple Lenders,Sub-Saharan Africa (excluding high income),bilateral,4151901000.0
Multiple Lenders,Sub-Saharan Africa (excluding high income),commercial banks,9770494856.5
Multiple Lenders,Sub-Saharan Africa (excluding high income),multilateral,87693000.0
Multiple Lenders,Sub-Saharan Africa (excluding high income),other private,2493897000.0
Saudi Arabia,Sub-Saharan Africa (excluding high income),other private,2500000.0
Saudi Arabia,Sub-Saharan Africa (excluding high income),commercial banks,16560000.0
Saudi Arabia,Sub-Saharan Africa (excluding high income),bilateral,4539646176.7
Serbia,Sub-Saharan Africa (excluding high income),bilateral,138328000.0
Chad,Sub-Saharan Africa (excluding high income),bilateral,372.2
Czechia,Sub-Saharan Africa (excluding high income),commercial banks,184822387.8
Czechia,Sub-Saharan Africa (excluding high income),bilateral,225362662.7
Greece,Sub-Saharan Africa (excluding high income),bilateral,2032000.0
Greece,Sub-Saharan Africa (excluding high income),other private,446000.0
Central Bank of West African States (BCEAO),Sub-Saharan Africa (excluding high income),multilateral,308906085.0
Austria,Sub-Saharan Africa (excluding high income),bilateral,219377240.7
Austria,Sub-Saharan Africa (excluding high income),commercial banks,576794324.3
Austria,Sub-Saharan Africa (excluding high income),other private,1229000.0
Bondholders,Sub-Saharan Africa (excluding high income),bonds,149430967857.3
Eastern & Southern African Trade & Dev. Bank (TDB),Sub-Saharan Africa (excluding high income),multilateral,2234218793.4
World Bank-IBRD                         ,Sub-Saharan Africa (excluding high income),multilateral,14105494000.0
Denmark,Sub-Saharan Africa (excluding high income),bilateral,62484803.4
Equatorial Guinea,Sub-Saharan Africa (excluding high income),bilateral,30092063.9
Canada,Sub-Saharan Africa (excluding high income),bilateral,332731941.5
Egypt,Sub-Saharan Africa (excluding high income),other private,76632000.0
Uganda,Sub-Saharan Africa (excluding high income),other private,681000.0
Nigeria,Sub-Saharan Africa (excluding high income),bilateral,11293290.3
Islamic Dev. Bank,Sub-Saharan Africa (excluding high income),multilateral,7727753162.2
Hungary,Sub-Saharan Africa (excluding high income),other private,5783000.0
Asian Infrastructure Investment Bank,Sub-Saharan Africa (excluding high income),multilateral,200143046.1
West African Development Bank - BOAD,Sub-Saharan Africa (excluding high income),multilateral,2838280334.0
Dev. Bank of the Central African States (BDEAC),Sub-Saharan Africa (excluding high income),multilateral,390085257.2
Arab Bank for Economic Dev. in Africa (BADEA),Sub-Saharan Africa (excluding high income),commercial banks,0.0
African Export-Import Bank,Sub-Saharan Africa (excluding high income),multilateral,5447253126.1
United Kingdom,Sub-Saharan Africa (excluding high income),bilateral,973269196.8
United Kingdom,Sub-Saharan Africa (excluding high income),commercial banks,10970033002.6
United Kingdom,Sub-Saharan Africa (excluding high income),other private,1114047930.0
Poland,Sub-Saharan Africa (excluding high income),other private,6080000.0
Poland,Sub-Saharan Africa (excluding high income),bilateral,244116677.8
Arab Bank for Economic Dev. in Africa (BADEA),Sub-Saharan Africa (excluding high income),multilateral,2160203561.6
Kuwait,Sub-Saharan Africa (excluding high income),bilateral,2882895891.8
Kuwait,Sub-Saharan Africa (excluding high income),commercial banks,329346831.4
Kuwait,Sub-Saharan Africa (excluding high income),other private,4023380.4
"Congo, Rep.",Sub-Saharan Africa (excluding high income),bilateral,89167790.3
Morocco,Sub-Saharan Africa (excluding high income),commercial banks,0.0
Morocco,Sub-Saharan Africa (excluding high income),bilateral,7000000.0
Turkiye,Sub-Saharan Africa (excluding high income),other private,0.0
"Venezuela, Republic Bolivarian",Sub-Saharan Africa (excluding high income),bilateral,18749000.0
Canada,Sub-Saharan Africa (excluding high income),commercial banks,49996000.0
"Iran, Islamic Republic Of",Sub-Saharan Africa (excluding high income),bilateral,180304000.0
Spain,Sub-Saharan Africa (excluding high income),commercial banks,1055188733.4
Portugal,Sub-Saharan Africa (excluding high income),commercial banks,986801589.1
Croatia,Sub-Saharan Africa (excluding high income),bilateral,39903000.0
New Development Bank (NDB),Sub-Saharan Africa (excluding high income),multilateral,3271954920.8
Arab Fund for Economic & Social Development,Sub-Saharan Africa (excluding high income),multilateral,2355641440.6
"Korea, Republic of",Sub-Saharan Africa (excluding high income),bilateral,1994111944.6
Qatar,Sub-Saharan Africa (excluding high income),bilateral,84117500.0
Finland,Sub-Saharan Africa (excluding high income),bilateral,67157769.0
Portugal,Sub-Saharan Africa (excluding high income),other private,32501899.2
Hong Kong,Sub-Saharan Africa (excluding high income),other private,304841000.0
Portugal,Sub-Saharan Africa (excluding high income),bilateral,833595465.2
"Korea, Republic of",Sub-Saharan Africa (excluding high income),other private,5146859.2
Spain,Sub-Saharan Africa (excluding high income),bilateral,310084658.3
Serbia,Sub-Saharan Africa (excluding high income),commercial banks,1179000.0
Spain,Sub-Saharan Africa (excluding high income),other private,47359687.4
Arab Monetary Fund,Sub-Saharan Africa (excluding high income),multilateral,576238406.4
Romania,Sub-Saharan Africa (excluding high income),bilateral,134839000.0
Finland,Sub-Saharan Africa (excluding high income),other private,5667000.0
Hungary,Sub-Saharan Africa (excluding high income),bilateral,19524000.0
United Kingdom,Sudan,bilateral,224435024.1
Turkiye,Sudan,bilateral,40978154.7
International Fund for Agricultural Dev.,Sudan,multilateral,87336591.9
United Kingdom,Sudan,commercial banks,1648239.1
United Arab Emirates,Sudan,bilateral,387658134.8
China,Sudan,bilateral,920679009.4
Arab Fund for Economic & Social Development,Sudan,multilateral,1054132445.8
Multiple Lenders,Sudan,other private,2493897000.0
Iraq,Sudan,bilateral,71558000.0
Belgium,Sudan,bilateral,132232230.9
Netherlands,Sudan,bilateral,70359135.2
United Arab Emirates,Sudan,commercial banks,74217000.0
Arab Monetary Fund,Sudan,multilateral,504379284.2
Algeria,Sudan,bilateral,83021377.3
Malaysia,Sudan,bilateral,0.0
Norway,Sudan,bilateral,19954889.8
"Iran, Islamic Republic Of",Sudan,bilateral,102575000.0
United States,Sudan,commercial banks,5185000.0
European Investment Bank,Sudan,multilateral,43858202.4
Austria,Sudan,other private,1229000.0
Kuwait,Sudan,bilateral,1126795405.3
Switzerland,Sudan,commercial banks,1815691524.7
Switzerland,Sudan,bilateral,122095596.4
Austria,Sudan,bilateral,188903187.0
Romania,Sudan,bilateral,125568000.0
Croatia,Sudan,bilateral,39903000.0
Oman,Sudan,bilateral,89507000.0
France,Sudan,bilateral,233178793.6
France,Sudan,other private,53898000.0
United States,Sudan,bilateral,373798000.0
Russian Federation,Sudan,bilateral,7458364.4
Poland,Sudan,bilateral,20130000.0
African Dev. Bank         ,Sudan,multilateral,77255631.1
Islamic Dev. Bank,Sudan,multilateral,155100391.6
Hungary,Sudan,bilateral,5936000.0
"Germany, Fed. Rep. of",Sudan,bilateral,67698879.6
Ireland,Sudan,bilateral,1643460.6
Czechia,Sudan,bilateral,25359000.0
Kuwait,Sudan,commercial banks,309197831.4
India,Sudan,bilateral,526988000.0
OPEC Fund for International Dev.,Sudan,multilateral,62964000.0
Saudi Arabia,Sudan,commercial banks,16560000.0
Serbia,Sudan,bilateral,27938000.0
Libya,Sudan,bilateral,302980487.5
Canada,Sudan,bilateral,9285000.0
Pakistan,Sudan,bilateral,9978000.0
Spain,Sudan,bilateral,19672000.0
Japan,Sudan,bilateral,132961974.2
Italy,Sudan,bilateral,248020736.1
World Bank-IDA                         ,Sudan,multilateral,217938000.0
Denmark,Sudan,bilateral,61076551.8
Saudi Arabia,Sudan,bilateral,2126926866.8
Qatar,Sudan,bilateral,29000000.0
Inter-American Dev. Bank      ,Suriname,multilateral,1006768000.0
World Bank-IBRD                         ,Suriname,multilateral,28966000.0
Netherlands,Suriname,commercial banks,19765072.5
Netherlands,Suriname,bilateral,7755388.5
Kuwait,Suriname,bilateral,0.0
China,Suriname,commercial banks,54414000.0
Bondholders,Suriname,bonds,660000000.0
Caribbean Community (CARICOM),Suriname,multilateral,0.0
Belgium,Suriname,commercial banks,2225323.8
Italy,Suriname,bilateral,11220120.0
India,Suriname,bilateral,42546000.0
Islamic Dev. Bank,Suriname,multilateral,36747000.0
Italy,Suriname,commercial banks,18712666.8
China,Suriname,bilateral,442164186.2
Switzerland,Suriname,commercial banks,11925533.1
Israel,Suriname,commercial banks,14188257.3
France,Suriname,bilateral,30240301.2
European Investment Bank,Suriname,multilateral,197391.0
Caribbean Dev. Bank,Suriname,multilateral,107251000.0
Israel,Suriname,bilateral,2478815.4
OPEC Fund for International Dev.,Suriname,multilateral,27880000.0
China,Syrian Arab Republic,bilateral,66562089.1
Kuwait,Syrian Arab Republic,bilateral,248563078.3
Saudi Arabia,Syrian Arab Republic,bilateral,66553866.6
Serbia,Syrian Arab Republic,bilateral,32436000.0
Arab Monetary Fund,Syrian Arab Republic,multilateral,11267723.2
Romania,Syrian Arab Republic,other private,6450000.0
Arab Fund for Economic & Social Development,Syrian Arab Republic,multilateral,589076148.8
Arab Towns Organization (ATO),Syrian Arab Republic,multilateral,207825.9
"Germany, Fed. Rep. of",Syrian Arab Republic,bilateral,310351154.1
Islamic Dev. Bank,Syrian Arab Republic,multilateral,165815203.3
Italy,Syrian Arab Republic,bilateral,22916056.2
"Iran, Islamic Republic Of",Syrian Arab Republic,bilateral,2855000.0
United Arab Emirates,Syrian Arab Republic,bilateral,106692988.4
United States,Syrian Arab Republic,bilateral,237024000.0
Iraq,Syrian Arab Republic,bilateral,4875.4
France,Syrian Arab Republic,commercial banks,9065441.4
World Bank-IDA                         ,Syrian Arab Republic,multilateral,14052000.0
Russian Federation,Syrian Arab Republic,bilateral,525000000.0
Malaysia,Syrian Arab Republic,bilateral,40939932.3
OPEC Fund for International Dev.,Syrian Arab Republic,multilateral,39766186.5
Bulgaria,Syrian Arab Republic,bilateral,8210000.0
Japan,Syrian Arab Republic,bilateral,306773060.9
India,Syrian Arab Republic,bilateral,30730000.0
European Investment Bank,Syrian Arab Republic,multilateral,541401957.0
International Fund for Agricultural Dev.,Syrian Arab Republic,multilateral,26892560.2
Saudi Arabia,Tajikistan,bilateral,97959733.3
Islamic Dev. Bank,Tajikistan,multilateral,220434869.1
Eurasian Development Bank,Tajikistan,multilateral,105461000.0
Asian Dev. Bank   ,Tajikistan,multilateral,253361000.0
World Bank-IDA                         ,Tajikistan,multilateral,369363000.0
France,Tajikistan,commercial banks,20778000.0
International Fund for Agricultural Dev.,Tajikistan,multilateral,21152634.7
Asian Infrastructure Investment Bank,Tajikistan,multilateral,60312000.0
"Germany, Fed. Rep. of",Tajikistan,bilateral,14701473.9
Kuwait,Tajikistan,bilateral,40055203.8
OPEC Fund for International Dev.,Tajikistan,multilateral,74179000.0
European Bank for Reconstruction and Dev. (EBRD),Tajikistan,multilateral,311199980.7
United Arab Emirates,Tajikistan,bilateral,4707147.7
United States,Tajikistan,bilateral,150000.0
Bondholders,Tajikistan,bonds,500000000.0
European Investment Bank,Tajikistan,multilateral,76901844.5
China,Tajikistan,bilateral,824891907.2
South Africa,Tanzania,bilateral,86817000.0
Arab Fund for Economic & Social Development,Tanzania,multilateral,10947000.0
South Africa,Tanzania,commercial banks,784400000.0
International Fund for Agricultural Dev.,Tanzania,multilateral,192250825.4
Russian Federation,Tanzania,bilateral,2052000.0
Multiple Lenders,Tanzania,commercial banks,250000000.0
"Korea, Republic of",Tanzania,bilateral,423542282.4
Netherlands,Tanzania,commercial banks,5912613.9
Netherlands,Tanzania,other private,3304268.8
Romania,Tanzania,bilateral,105000.0
Italy,Tanzania,bilateral,0.0
Italy,Tanzania,other private,1787000.0
Japan,Tanzania,bilateral,417488166.2
India,Tanzania,other private,1281859.6
United Kingdom,Tanzania,commercial banks,2269129820.8
Austria,Tanzania,commercial banks,22417384.2
Arab African International Bank,Tanzania,multilateral,8304000.0
European Investment Bank,Tanzania,multilateral,124206194.5
Sweden,Tanzania,bilateral,3405000.0
United States,Tanzania,commercial banks,3927000.0
Arab Bank for Economic Dev. in Africa (BADEA),Tanzania,multilateral,80951000.0
China,Tanzania,commercial banks,56515121.1
Nordic Development Fund,Tanzania,multilateral,10450896.1
Nordic Investment Bank,Tanzania,multilateral,3158256.0
United Arab Emirates,Tanzania,bilateral,34957794.4
United Arab Emirates,Tanzania,commercial banks,14667190.2
France,Tanzania,other private,1910000.0
France,Tanzania,commercial banks,293270000.0
France,Tanzania,bilateral,328873145.1
Liberia,Tanzania,commercial banks,807395.3
Angola,Tanzania,bilateral,3406000.0
World Bank-IDA                         ,Tanzania,multilateral,12097217000.0
Serbia,Tanzania,other private,6221214.9
"Iran, Islamic Republic Of",Tanzania,bilateral,77729000.0
China,Tanzania,bilateral,1365448930.1
India,Tanzania,bilateral,599637485.9
African Dev. Bank         ,Tanzania,multilateral,3478861281.4
Saudi Arabia,Tanzania,bilateral,30824000.0
OPEC Fund for International Dev.,Tanzania,multilateral,128181000.0
Hungary,Tanzania,other private,5783000.0
Kuwait,Tanzania,bilateral,91457100.2
Poland,Tanzania,other private,6080000.0
African Export-Import Bank,Tanzania,multilateral,300000000.0
"Germany, Fed. Rep. of",Tanzania,commercial banks,544309122.5
United Kingdom,Tanzania,bilateral,920839.7
Austria,Tanzania,bilateral,0.0
United Kingdom,Tanzania,other private,250000.0
Belgium,Tanzania,bilateral,2556732.9
Poland,Tanzania,bilateral,71486000.0
Iraq,Tanzania,bilateral,29996955.0
Japan,Thailand,bilateral,1894197254.7
Bondholders,Thailand,bonds,27922057000.0
Asian Dev. Bank   ,Thailand,multilateral,706644000.0
World Bank-IBRD                         ,Thailand,multilateral,499600000.0
"Germany, Fed. Rep. of",Thailand,bilateral,2730229.2
Canada,Thailand,bilateral,2302714.0
